episode:7520, reward: -100, mean reward: 8.36, score: 835.6840581809425, epsilon: 0.0500003489447409, total steps: 441176
episode:8240, reward: -100, mean reward: 57.72, score: 4098.4227404155035, epsilon: 0.050000107198283975, total steps: 476583
episode:8241, reward: -100, mean reward: -0.49, score: -23.137652606844895, epsilon: 0.05000010703047148, total steps: 476630
episode:8242, reward: -14.199181504040107, mean reward: -11.1, score: -210.97123473693986, epsilon: 0.05000010696270698, total steps: 476649
episode:8243, reward: -100, mean reward: 36.28, score: 3628.201250422635, epsilon: 0.0500001066067582, total steps: 476749
episode:8244, reward: -100, mean reward: -1.32, score: -33.035739171872834, epsilon: 0.05000010651795624, total steps: 476774
episode:8245, reward: -100, mean reward: -3.39, score: -240.87662317225468, epsilon: 0.05000010626616182, total steps: 476845
episode:8246, reward: -11.779874057743527, mean reward: -11.39, score: -204.991976464866, epsilon: 0.05000010620242125, total steps: 476863
episode:8247, reward: -18.791671367298353, mean reward: -15.33, score: -214.62155678868405, epsilon: 0.050000106152871676, total steps: 476877
episode:8248, reward: -13.937459417334756, mean reward: -11.53, score: -207.49581649991785, epsilon: 0.05000010608919906, total steps: 476895
episode:8249, reward: -15.794562137400426, mean reward: -12.94, score: -207.0148253368116, epsilon: 0.05000010603263324, total steps: 476911
episode:8250, reward: -8.987866865453592, mean reward: -5.29, score: -200.95022639371487, epsilon: 0.05000010589841026, total steps: 476949
episode:8251, reward: -12.903892159182783, mean reward: -10.0, score: -200.0304693159855, epsilon: 0.05000010582783485, total steps: 476969
episode:8252, reward: -11.95190398501939, mean reward: -2.62, score: -201.77176088114507, epsilon: 0.05000010555655836, total steps: 477046
episode:8253, reward: -11.185299182592242, mean reward: -5.7, score: -205.30659278424886, epsilon: 0.05000010542996646, total steps: 477082
episode:8254, reward: -100, mean reward: 54.37, score: 3914.464634079248, epsilon: 0.050000105177237936, total steps: 477154
episode:8255, reward: -100, mean reward: 28.34, score: 1501.949367653316, epsilon: 0.050000104991588856, total steps: 477207
episode:8256, reward: -12.1645961874737, mean reward: -11.06, score: -210.09629738351313, epsilon: 0.05000010492511524, total steps: 477226
episode:8257, reward: -10.185756910158597, mean reward: -5.91, score: -201.0210033929817, epsilon: 0.050000104806267466, total steps: 477260
episode:8258, reward: -14.334563075083611, mean reward: -2.8, score: -207.26823873475453, epsilon: 0.05000010454806392, total steps: 477334
episode:8259, reward: -13.77981313896044, mean reward: -5.67, score: -209.8831423453427, epsilon: 0.05000010441920079, total steps: 477371
episode:8260, reward: -19.533605120321848, mean reward: -15.81, score: -205.5810989205679, epsilon: 0.050000104373962274, total steps: 477384
episode:8261, reward: -13.405592567672782, mean reward: -2.5, score: -200.12275278014278, epsilon: 0.05000010409600248, total steps: 477464
episode:8262, reward: -14.688758511185242, mean reward: -10.22, score: -204.33363801811316, epsilon: 0.05000010402662827, total steps: 477484
episode:8263, reward: -13.978446275547817, mean reward: -2.74, score: -207.92124159420675, epsilon: 0.05000010376342768, total steps: 477560
episode:8264, reward: -11.579394616747892, mean reward: -3.03, score: -203.14838095831394, epsilon: 0.05000010353194794, total steps: 477627
episode:8265, reward: -12.762206877867484, mean reward: -5.73, score: -200.67898104907584, epsilon: 0.050000103411231095, total steps: 477662
episode:8266, reward: -14.500076129249448, mean reward: -8.59, score: -206.2212813754476, epsilon: 0.050000103328535196, total steps: 477686
episode:8267, reward: -13.40772842780481, mean reward: -10.06, score: -211.27379905240772, epsilon: 0.050000103256230534, total steps: 477707
episode:8268, reward: -100, mean reward: -0.03, score: -1.156992201804016, epsilon: 0.050000103125522104, total steps: 477745
episode:8269, reward: -17.856464798907872, mean reward: -12.67, score: -202.72404115258178, epsilon: 0.05000010307053649, total steps: 477761
episode:8270, reward: -100, mean reward: 0.62, score: 22.793080834319, epsilon: 0.05000010294349452, total steps: 477798
episode:8271, reward: -17.379620682249378, mean reward: -12.95, score: -207.26451716558122, epsilon: 0.050000102888605964, total steps: 477814
episode:8272, reward: -17.19690640032844, mean reward: -0.58, score: -207.0254704872113, epsilon: 0.050000101668098776, total steps: 478172
episode:8273, reward: -100, mean reward: 0.07, score: 2.225547596733122, epsilon: 0.0500001015529402, total steps: 478206
episode:8274, reward: -100, mean reward: -3.61, score: -241.96053558671014, epsilon: 0.050000101326391704, total steps: 478273
episode:8275, reward: -13.524370210549472, mean reward: -11.56, score: -208.14009825686503, epsilon: 0.050000101265614105, total steps: 478291
episode:8276, reward: -12.443119834327854, mean reward: -2.61, score: -201.07666489789108, epsilon: 0.0500001010060323, total steps: 478368
episode:8277, reward: -11.48822236993467, mean reward: -6.03, score: -211.07030954671717, epsilon: 0.050000100888260644, total steps: 478403
episode:8278, reward: -100, mean reward: -0.14, score: -5.447771553333084, epsilon: 0.05000010075719112, total steps: 478442
episode:8279, reward: -11.33305630382656, mean reward: -6.34, score: -209.20233604512927, epsilon: 0.050000100646419146, total steps: 478475
episode:8280, reward: -11.407253364890115, mean reward: -5.74, score: -201.0355172959316, epsilon: 0.05000010052906679, total steps: 478510
episode:8281, reward: -12.232998213244656, mean reward: -6.34, score: -209.219025184603, epsilon: 0.050000100418545614, total steps: 478543
episode:8282, reward: -12.049232921616152, mean reward: -5.02, score: -210.6679367015839, epsilon: 0.05000010027805801, total steps: 478585
episode:8283, reward: -14.478474171177323, mean reward: -11.64, score: -209.54945543030865, epsilon: 0.050000100217909224, total steps: 478603
episode:8284, reward: -19.340365764378603, mean reward: -16.45, score: -213.82424323434856, epsilon: 0.05000010017449087, total steps: 478616
episode:8285, reward: -100, mean reward: -3.49, score: -233.63153691371508, epsilon: 0.05000009995101748, total steps: 478683
episode:8286, reward: -14.41460386197688, mean reward: -9.94, score: -208.76260059030352, epsilon: 0.05000009988107625, total steps: 478704
episode:8287, reward: -12.602459029713193, mean reward: -2.68, score: -208.9134949764408, epsilon: 0.05000009962172276, total steps: 478782
episode:8288, reward: -11.655000130656212, mean reward: -10.85, score: -206.08677882038222, epsilon: 0.05000009955864898, total steps: 478801
episode:8289, reward: -13.27846411684489, mean reward: -5.12, score: -204.94064707349438, epsilon: 0.05000009942599257, total steps: 478841
episode:8290, reward: -13.626303288248252, mean reward: -9.64, score: -212.14619880253554, epsilon: 0.050000099353106904, total steps: 478863
episode:8291, reward: -11.327936799324267, mean reward: -9.91, score: -208.12559358697752, epsilon: 0.050000099283584065, total steps: 478884
episode:8292, reward: -9.918139275913063, mean reward: -15.79, score: -205.22147018638142, epsilon: 0.0500000992405705, total steps: 478897
episode:8293, reward: -9.871309337858225, mean reward: -5.06, score: -202.49417559049684, epsilon: 0.050000099108337914, total steps: 478937
episode:8294, reward: -9.78218368082163, mean reward: -10.93, score: -207.68763246116424, epsilon: 0.05000009904558917, total steps: 478956
episode:8295, reward: -20.846133349979958, mean reward: -14.15, score: -212.30440642995043, epsilon: 0.050000098996078754, total steps: 478971
episode:8296, reward: -11.101537440874857, mean reward: -5.5, score: -203.58311815335932, epsilon: 0.05000009887405885, total steps: 479008
episode:8297, reward: -17.490481263258648, mean reward: -11.39, score: -216.40871267661944, epsilon: 0.05000009881145844, total steps: 479027
episode:8298, reward: -100, mean reward: -0.28, score: -10.265558173127033, epsilon: 0.050000098689666095, total steps: 479064
episode:8299, reward: -100, mean reward: -1.55, score: -75.9905466036393, epsilon: 0.05000009852860454, total steps: 479113
episode:8300, reward: -13.199228530807774, mean reward: -9.65, score: -202.5790541904675, epsilon: 0.05000009845965865, total steps: 479134
episode:8301, reward: -10.538495925845442, mean reward: -5.82, score: -209.621777248096, epsilon: 0.050000098341577925, total steps: 479170
episode:8302, reward: -14.053292562617099, mean reward: -3.14, score: -210.42795776245467, epsilon: 0.05000009812219347, total steps: 479237
episode:8303, reward: -11.773346528781673, mean reward: -5.35, score: -203.40407708775678, epsilon: 0.05000009799798404, total steps: 479275
episode:8304, reward: -17.53527277999717, mean reward: -0.7, score: -202.14279617379944, epsilon: 0.050000097061704725, total steps: 479563
episode:8305, reward: -10.247798160643917, mean reward: -2.58, score: -209.07107647723618, epsilon: 0.050000096799991595, total steps: 479644
episode:8306, reward: -8.471153687028794, mean reward: -5.2, score: -202.6323758822221, epsilon: 0.05000009667423337, total steps: 479683
episode:8307, reward: -100, mean reward: 21.93, score: 1644.645729430993, epsilon: 0.05000009643284964, total steps: 479758
episode:8308, reward: -100, mean reward: 0.03, score: 1.2396232127979232, epsilon: 0.050000096310778695, total steps: 479796
episode:8309, reward: -9.23652111501983, mean reward: -5.66, score: -203.6269149776858, epsilon: 0.050000096195275075, total steps: 479832
episode:8310, reward: -11.099979824574724, mean reward: -5.18, score: -207.32653088847775, epsilon: 0.05000009606710017, total steps: 479872
episode:8311, reward: -11.433395759926062, mean reward: -11.23, score: -202.19782966768523, epsilon: 0.050000096009477205, total steps: 479890
episode:8312, reward: -13.345689226849059, mean reward: -6.21, score: -211.10589281298044, epsilon: 0.0500000959007281, total steps: 479924
episode:8313, reward: -12.64317084851478, mean reward: -2.68, score: -211.53017208263822, epsilon: 0.05000009564852173, total steps: 480003
episode:8314, reward: -10.92636785544859, mean reward: -5.45, score: -201.63077390222293, epsilon: 0.05000009553062794, total steps: 480040
episode:8315, reward: -100, mean reward: -0.08, score: -2.9203852541846516, epsilon: 0.05000009541287946, total steps: 480077
episode:8316, reward: -20.82310551949188, mean reward: -16.5, score: -214.51839665413536, epsilon: 0.05000009537154283, total steps: 480090
episode:8317, reward: -7.319366807343941, mean reward: -6.0, score: -203.93328916398798, epsilon: 0.050000095263516314, total steps: 480124
episode:8318, reward: -10.899250300472186, mean reward: -10.64, score: -202.22432982742393, epsilon: 0.05000009520320185, total steps: 480143
episode:8319, reward: -100, mean reward: -3.17, score: -228.233862568135, epsilon: 0.050000094974988134, total steps: 480215
episode:8320, reward: -14.312143683106486, mean reward: -5.99, score: -209.49917498655293, epsilon: 0.05000009486424859, total steps: 480250
episode:8321, reward: -15.84642051973049, mean reward: -2.72, score: -209.18302377704424, epsilon: 0.050000094621075894, total steps: 480327
episode:8322, reward: -9.85757597256096, mean reward: -6.32, score: -202.19266881930463, epsilon: 0.05000009452020056, total steps: 480359
episode:8323, reward: -11.762299727700892, mean reward: -10.84, score: -206.00109573329127, epsilon: 0.05000009446035671, total steps: 480378
episode:8324, reward: -9.80992097768743, mean reward: -6.55, score: -203.15825594900372, epsilon: 0.05000009436279809, total steps: 480409
episode:8325, reward: -14.112821088683187, mean reward: -11.87, score: -213.61544499903948, epsilon: 0.050000094306197396, total steps: 480427
episode:8326, reward: -10.878920841271873, mean reward: -5.79, score: -208.40443198776117, epsilon: 0.05000009419309783, total steps: 480463
episode:8327, reward: -18.57796230750181, mean reward: -15.35, score: -214.93158899313812, epsilon: 0.05000009414915131, total steps: 480477
episode:8328, reward: -13.977969783314085, mean reward: -10.1, score: -201.94761692367516, epsilon: 0.05000009408640613, total steps: 480497
episode:8329, reward: -11.612897584861724, mean reward: -10.77, score: -204.55199082775343, epsilon: 0.05000009402683693, total steps: 480516
episode:8330, reward: -13.58855304927999, mean reward: -9.92, score: -208.29267583769263, epsilon: 0.05000009396104118, total steps: 480537
episode:8331, reward: -11.362107029100319, mean reward: -5.9, score: -206.52417679299032, epsilon: 0.050000093851483886, total steps: 480572
episode:8332, reward: -10.929399538142915, mean reward: -5.08, score: -203.3344230539834, epsilon: 0.05000009372643196, total steps: 480612
episode:8333, reward: -16.09612916979557, mean reward: -11.23, score: -202.13341236946542, epsilon: 0.05000009367021297, total steps: 480630
episode:8334, reward: -12.917152718435641, mean reward: -6.2, score: -210.66195476339942, epsilon: 0.05000009356411353, total steps: 480664
episode:8335, reward: -18.993508567344353, mean reward: -14.48, score: -202.7686972148817, epsilon: 0.05000009352046046, total steps: 480678
episode:8336, reward: -15.921578471095186, mean reward: -11.11, score: -211.09314104530307, epsilon: 0.05000009346124959, total steps: 480697
episode:8337, reward: -9.18181327256946, mean reward: -6.19, score: -204.13308106601585, epsilon: 0.05000009335849874, total steps: 480730
episode:8338, reward: -15.586709255219542, mean reward: -14.33, score: -200.66629923586476, epsilon: 0.0500000933149416, total steps: 480744
